O95848 P28331
Q66HD0 Q9NY12
Q9NZB2 Q96MG2
Q07954 P61009
Q9NP71 P00813
Q568Z4 Q9BUR4
O43852 Q14204
Q9HAV7 O35625
Q9DC69 Q03426
P61353 P10809
P61421 Q13247
P25235 Q16643
Q9D6J5 Q6P1E1
Q8R0N6 Q6A068
Q6AYH5 P0DJD3
Q12905 Q9HAW7
P48721 P54296
P40429 Q9D3E6
O95848 Q8NC56
Q9DC69 Q69YI7
Q8CAK1 Q8TAQ2
Q61164 Q9HCC0
Q7TPB1 P22315
Q15029 P35435
P31938 Q9HAV7
Q8BGC0 Q6P3W7
Q06647 Q9H477
P52272 O14604
Q8CH18 Q60972
P61009 Q6AYH5
P0CAP1 Q86XF0
Q61029 Q63716
P51571 Q8CAK1
O43704 P03911
P12236 P15429
P31001 Q13467
O60568 Q9D172
Q8IUX4 Q8BJZ4
Q6IBS0 P42669
Q8NEU8 P00505
Q9Z1P2 Q9NY12
P61354 Q02978
P38650 Q91WS0
Q9Z2L0 Q9BSQ5
Q62261 Q8NBS9
Q6Q788 Q9BSQ5
Q69YI7 Q9BT40
P12787 P51571
O43602 Q9CPQ8
O08808 P00414
Q5XIM9 P51637
O09111 P51787
P48962 Q9UPN3
Q96MH2 P12277
O60907 Q9Y613
P68254 P01009
P10636 Q8C1D8
P28480 Q12800
P12956 P68133
Q9Y678 Q8C176
Q9UJU2 O54774
P00403 Q07869
P11142 Q9UNL2
P23381 P84082
Q9EQC9 P58281
Q5T5U3 P51571
Q9Z2N8 Q15293
P40925 P84586
Q9NZN9 Q9DC69
Q08AE8 Q8C176
P08670 P40926
P81155 P26233
Q9ULV4 Q6URK4
Q2NKJ3 O88989
Q13362 O70571
Q15084 Q9H4G0
P12235 Q5JTV8
Q8R3G1 O54774
Q03989 Q8TEW0
P09104 Q86XF0
Q15642 Q9NZI7
Q69Z99 Q9D172
O95817 Q4KM74
O00479 Q0ZGT2
P17844 Q96JC1
Q9UHK0 P12787
Q86VM9 Q63716
Q9UHK0 Q5XI32
Q15029 P55210
P11530 Q96RU2
P26039 Q9Y3E1
P16234 Q9UKV8
Q9Z1P2 Q15293
Q8N9N5 Q60932
O60762 O08808
Q9NPE3 O15273
Q06830 Q03989
Q86VM9 Q63932
Q91WS0 Q8NEU8
P41516 Q03154
Q96MG2 P07737
P28033 P00505
O14495 Q8BH59
P68400 P16615
P55209 Q3UIU2
Q9CQ69 Q13362
Q16698 Q6TYA9
O14678 O75347
P84586 Q9Z1P2
P20674 Q9NWS0
Q920Q6 P21796
Q9WTM5 O00303
P49257 P47756
P19511 Q8BKT7
P38060 Q92614
Q9NZI2 Q13362
O00170 Q9CWD8
P63039 O43896
Q15149 O70571
P16615 Q8WZ42
Q8BG95 Q02780
Q9UPN3 Q09028
O75569 Q14498
Q6WKZ7 Q00059
P60174 Q9CQA3
Q9BWH6 P70313
Q8NBS9 P05044
Q01844 O15460
Q15121 Q92731
P62804 P06761
Q99MR8 Q6P502
Q04750 Q15785
P11532 Q9NP71
Q9P2M4 B0BNA7
P32089 Q9BQE3
Q9HAW7 O14641
P46108 P16104
P10636 P60123
P07153 P08413
Q3UIU2 P61021
O15066 P03888
P51150 Q9H4Z2
Q91VD9 P18596
Q96S59 Q78IK4
Q63617 P04764
Q13347 Q8N3J5
Q96HC4 Q62318
Q16698 P04041
Q16678 Q9DBR7
O88506 P98161
P57081 Q9Z327
P23242 O75154
Q61387 P61009
Q8BJZ4 Q9NSD9
P12864 Q9CRB8
P43405 P32551
P03911 P68366
Q9P0Z9 P32551
P11960 Q9UL18
P00395 P51140
Q96C57 P07153
Q06185 Q9P0K7
P46952 Q96RU2
Q01968 O94851
P67779 P38650
Q9NWX6 O08629
Q3KR86 P28340
Q99081 P35241
O15085 Q9D023
P06732 P25235
O35509 Q9HAW7
Q9BRA2 Q9HAV7
Q8IUZ5 P04083
Q15084 P0C0S8
P49418 Q6P1N9
Q9Y613 Q6Q788
Q60597 Q13418
P10636 P28562
Q9UBW5 Q68FR9
P84082 Q66HD0
P52825 P05197
Q69Z99 P29314
Q08857 P62258
B5DF91 P00403
Q08943 P68133
P99028 Q9JJ54
P49242 Q91VD9
Q14244 P35435
P46781 Q8CAK1
P29117 P43405
Q8R0N6 Q93008
O60568 P63279
P51637 Q91ZP3
Q01813 P16332
Q8BMS1 Q9H9G7
O60353 Q9DCZ4
O70239 Q9JLZ3
O60568 P62258
P40939 Q8BP71
Q3UIU2 P14678
O70571 Q9Y297
Q61029 Q07157
P00414 Q15651
Q05962 P07814
Q6P6T4 Q8BGC0
P06761 Q59H18
P57081 Q8JZN5
Q63610 P05091
Q13363 P25235
Q86Y82 O43365
Q61315 O00479
Q9BWD1 P84586
Q9Y4P8 Q78IK4
Q9CQZ6 P63017
O00299 P52825
P35232 O76070
Q96SB3 P13437
Q96A72 Q06647
Q9P2M4 Q96BK5
P42166 P37837
Q920Q6 Q9HAW7
P67779 Q9UI08
Q99MZ8 P19511
Q9H477 O95197
P62917 P49736
P18596 P61981
Q9DCT2 P42768
P05771 Q9D172
P11530 P15923
P06748 P63039
Q91ZW3 Q86Y82
Q9HCC0 Q4V8C3
P49736 Q8IYT4
Q9NUX5 Q61062
Q96EK5 Q60644
Q8C176 B0BNA7
P21796 Q63617
P16546 Q15435
P67779 O75531
O94851 P32551
P23526 P42704
Q9MZL5 Q9UJU2
P01130 Q06647
P63039 Q96MH2
P12104 Q9BUL9
Q9NPE3 Q9UHB6
Q9Z1W9 Q8BMS1
Q99996 Q96A72
P60174 Q8BX09
Q6PJW8 O60762
Q8R0N6 P16546
P13804 Q9UJU2
Q9BQE3 P38656
P16036 O55143
Q80VQ1 P70056
Q9D0M3 Q14244
P27546 P12236
P27546 Q3ULD5
Q60972 Q6ZNL6
Q09666 Q9BWD1
Q8N5Z5 Q8BUY5
P06576 Q9WVB9
O08623 Q8CHT0
Q07984 Q15554
Q6P3W7 Q924X2
Q9H9G7 O14495
Q9EQD0 Q92786
P53618 Q8CHT0
P00403 P56960
Q96IQ9 P50747
P32119 Q02078
Q61473 P63313
P21796 O14604
P98161 Q3KR86
Q61091 Q14498
Q9ESN9 P56959
P28340 Q12756
Q15233 P00367
O43541 O35142
P38060 P07237
Q92620 P62824
P29117 P35609
Q9HCC0 Q9H9G7
Q13526 P06761
Q9CQJ8 P60709
P19783 Q15466
P15999 P00966
Q9UJU2 Q99962
Q99068 P08752
Q9CQJ8 Q9H2D6
P07437 Q92620
P54645 O75581
P07910 Q99501
Q96MG2 P32089
Q60930 Q10758
O08629 P01130
O15169 P48735
P05369 P15884
P13084 Q3UIU2
O14974 Q00688
P06576 Q07157
Q14847 P97700
Q8K4B0 Q9DCZ4
Q99068 Q93009
Q9JMJ4 Q9CRB8
P01009 Q6PDQ2
P35610 P49407
Q13510 O70571
Q70FJ1 Q92917
P49951 P20823
Q06831 Q16643
Q9UDY4 Q9JLZ3
Q9Y4L1 O08808
Q7Z7B0 P32089
O15460 Q9UPY8
Q13285 O15372
P48962 P31938
P68400 Q15691
P16036 Q13285
Q9Y266 P97700
Q92997 O00308
P35232 Q6P3W7
P09495 P51637
Q9NPE3 O88572
P30041 Q69Z99
O88989 E9Q4Z2
Q16527 Q63610
Q9Z2Z6 P09936
Q9EQP2 P12235
Q9DCZ4 P62836
Q920B9 P14923
Q8IUZ5 Q9ESN9
Q13023 P34913
P67778 Q8BK64
P15884 Q60932
P23242 P61978
P85108 Q63617
P30533 Q01082
P03921 Q14839
Q9UJU2 Q27J81
Q920B9 Q07157
P16036 P12001
Q64727 Q9CQZ6
Q99814 Q8CBY1
P0C0S8 P98161
P49810 Q9NQG5
Q8R0Y8 O14976
Q8BJZ4 P04041
P11507 P35704
Q16778 P97414
Q96C57 Q9CWD8
P18510 Q15554
Q9HAV7 Q96BK5
P62836 O75593
Q59H18 O70571
P70398 O14246
O94992 P08050
Q9NSD9 P21796
Q15633 P49810
O14974 O94851
Q9DCZ4 Q8BP71
P62824 Q9NX24
Q71DI3 Q08857
Q60930 P28841
Q9Y266 Q8BKZ9
P23242 P48431
P14902 Q15293
Q99814 Q9NPC6
Q99081 Q8IVF7
Q9DCT2 Q64727
P00568 P29117
Q9NX09 Q61029
Q08857 P32551
O88492 Q9Z2Z6
P40615 Q6P0K8
P07384 Q5EE38
Q61091 Q6AYT3
P28841 Q8R560
Q13467 O00479
Q3UIU2 P49761
D4A702 Q8CAK1
P48729 P58281
Q71UF4 Q9Y5S2
P49448 O08623
P12277 O60568
Q07960 Q9CQ54
Q8IYL3 P53680
P62836 Q99583
P56959 Q9H9G7
Q9P0Z9 Q63617
P54829 P56960
Q9HAW7 P13861
P61011 Q9DB15
Q0VBL3 P55084
Q791V5 Q9H668
P15209 P42166
Q71UF4 Q07157
O15460 P08238
O88492 P43244
Q8C2Q3 Q63617
Q7TPR4 Q9CQJ8
P11352 Q9NQG5
Q8BKZ9 O54774
Q9UKV8 O88441
P05783 Q14C51
Q9CWD8 O00338
Q9BWH6 Q13885
Q9P291 P53618
Q9JLZ3 P06761
Q61029 P30427
Q9Y305 Q64727
O43896 Q9UH99
Q86XF0 P06748
Q99814 P06753
P28841 Q9UJU2
P98161 O35867
P70326 P22315
P52825 Q93008
P0DJD3 Q9DC71
Q9WU82 Q8BMS1
Q9CQ69 P12814
Q9HCK5 P51965
Q8NC56 Q9D6J5
Q96IQ9 P04642
P51141 P84082
O76024 P15205
Q9DCT2 Q9BWH6
O00399 P30533
P98082 Q15554
P48453 Q6PG37
P12787 P52272
P70288 Q9D0M3
O60907 Q9Z2Z6
Q15435 Q80VQ1
Q9CQA3 P47858
Q9CQA3 G5E8Z2
P40615 P04114
P48962 P63244
P12104 Q9DCT2
P19783 Q9ESN9
Q99PR8 O60762
Q9EPR5 P41516
Q8BKZ9 P30999
Q15678 P00505
Q06647 Q12972
Q63470 P61981
Q924X2 Q9NZT2
P09493 P49810
P13533 P22087
Q9NWX6 Q92786
Q96RU2 Q99L13
P11960 O35867
P70056 P52209
P28289 P13804
P32551 P26045
P18596 Q86WV5
P55084 P68106
P51637 P08670
P63313 Q9Y618
O75821 Q6Q788
O15541 Q3ZCM7
Q63470 O00338
P21531 Q9CZ13
O00308 Q9D0M3
Q920B9 P10719
P49796 Q63617
P52565 Q9D0M3
Q9BUL9 Q02566
P63000 Q66HD0
O95197 Q91WS0
O08808 P25235
Q63355 P17012
Q9UHK0 Q9BSQ5
O88572 Q6R891
P58281 Q8R3G1
Q15691 P16036
O15371 P42669
Q7TPR4 Q5JTV8
P14902 O76024
P31943 Q8N8S7
P22087 P68032
Q61510 Q15327
P67779 Q9JJF3
Q60644 Q8NBS9
O09111 P53618
P35609 Q8K586
Q68FP1 O55143
Q03426 P52272
P13804 P49418
Q9D172 P12001
Q9HAW7 Q9UI08
P14866 Q63617
O54774 P27661
Q6ZNL6 Q00577
Q02978 P04256
O14974 Q14498
Q14195 P00405
P02533 Q9CQA3
P30533 P13084
Q6PJW8 Q9Z2D6
Q641Y8 P16234
O75593 Q4KM74
P49257 Q61234
Q3KR86 Q13526
Q9D6J5 P16989
Q9NZB2 G3V9R8
P59017 P29474
P06761 P07476
Q6NYC8 Q13247
P51571 O13852
P07332 Q8BJZ4
Q8N5U6 Q61091
Q9UBW5 P18085
O15169 P00395
O88492 P15999
Q9WTM5 O14495
P28340 P18085
O75569 P48735
P06748 Q8N3J5
Q8IUX4 Q9H668
Q6IBS0 O43852
O76070 Q92620
O14246 Q8CFE4
P00395 P10636
Q99814 Q924X2
P40925 P10860
P12235 Q9UHB6
P85834 P49418
Q9JIL3 Q07984
Q9H3M7 P81155
Q04750 Q96PQ0
Q78IK4 Q91VL8
Q8TEW0 P20674
P28562 Q922F4
Q9Z204 P36871
P04114 P06576
P35435 Q14894
Q9D6J5 Q92731
P42669 O75569
Q9GZV5 P51571
Q9NUX5 Q02566
P13437 P05044
P0DJD3 P49257
Q96JY6 Q9DCJ5
Q9BRF8 P47934
Q09666 Q9BT40
Q9Y4L1 Q9HCK5
Q5VST9 P85834
P62328 O00308
Q9JLZ3 P0C6C0
Q75Q41 P10636
P07437 Q01978
Q9NQG5 P99028
Q00059 Q9HCE1
P68033 Q8IYL3
Q9Z327 Q13023
Q15366 Q8K3J1
P55769 P12830
Q9BRA2 Q75Q41
Q8BMS1 O15372
P03911 Q09666
P00414 Q922D8
Q15651 Q05682
O88572 Q921F2
Q08857 Q9NWV8
Q8R0N6 P17012
Q9Y230 Q9D023
P41235 P14902
Q13813 Q9BWH6
Q5JTV8 Q9NWX6
Q9NYL9 Q15293
P48431 Q9HCK5
Q9WTU6 O95197
Q58FF8 Q8R0N6
Q92620 Q61387
Q9UI08 P15999
Q8N5U6 O75197
Q969Q0 Q9DC69
Q9DC71 O75154
P28340 Q791V5
Q16658 P10809
Q8R0Y8 Q9JJZ2
P12235 O43390
Q91WD5 Q8N8S7
Q9D0K0 Q9CQ54
O88492 P20823
Q8CH25 P70398
P09493 Q14498
Q8TCS8 P38656
O95154 Q61029
P25705 P07153
Q6PG37 Q01968
Q791V5 P62271
O00267 O75781
Q9CQJ8 Q6PG37
Q7TPV4 Q9CWD8
Q3ZCM7 P15884
Q9NPH2 Q61029
O76024 Q9DC71
O55143 Q9UMR2
P61964 Q8TCS8
Q62812 Q9Y2X3
P46783 O43852
P10719 O15372
P70288 P21796
Q02078 Q96A49
Q5U4C3 P12368
Q9UKS6 P06454
P09936 Q96BK5
Q63716 Q4KM74
Q00577 Q03154
P30533 Q12972
Q96AP0 O60762
O43541 D3ZHA0
P06761 Q9P2R7
O95197 P30041
P68033 Q15084
Q96BK5 Q9NQC3
Q6R891 Q791V5
Q9CZ13 Q8N5Z5
P51571 Q61029
Q3UMT1 Q6PHU5
P06761 Q9DC71
P12235 Q9BPX5
P30041 Q8IVW6
P04642 Q16698
Q91YR7 Q62812
Q00577 Q60587
O60333 Q568Z4
Q9HCC0 P11103
Q12849 Q6TYA9
P16036 F1LQ48
Q8BJZ4 Q8VHR5
Q9HAW7 P26232
P12787 O15460
P55055 Q9UPY3
P09619 Q00577
P16234 Q9NQC3
Q06647 Q02566
Q13563 Q9CWD8
P67775 P38060
Q8BG95 Q3ULD5
O00154 Q9NX24
Q96RF0 Q15029
Q15084 Q15327
Q15084 Q9ULJ6
O88441 P85108
P61981 Q86WV5
P61981 Q9BUL9
P43244 Q8BK64
P15209 P38060
Q9CQ54 Q92620
Q9EPR5 P32551
P39447 P42166
P46108 P10037
P10719 Q9DBR7
Q920B9 Q16775
P13437 Q8K586
P06576 Q16778
Q6P7B0 Q9P2M4
P68400 P0C6C0
P10636 O43852
P62241 P32551
Q9CRB8 Q6UWE0
Q9DCT2 Q9BPX5
Q5JTV8 P35435
Q6URK4 P11532
P12236 Q02156
Q4V8C3 P35232
Q91WS0 Q5EBG6
O95425 Q9CQH3
P51881 P49407
Q06647 P30838
P07195 P55084
Q7TPB1 Q75Q41
P03921 Q9QXG9
Q8BKZ9 Q9JMJ4
Q8TE68 P61964
P47809 Q3ULD5
Q13526 Q13467
Q96MG2 P16036
P15999 Q13247
O00482 P62942
Q9BR76 O70571
Q9Z2Z6 Q58FF8
P35435 P56960
Q9GZV5 Q63617
Q9Y295 Q91VD9
Q16698 P00325
P56959 Q29983
Q8C092 P19511
Q9P291 Q7L5Y9
Q14498 Q969Q0
P10719 Q9MZL5
P37837 Q86XF0
P23526 Q9DCT2
F1LQ48 P58281
Q9D0M3 P63245
D3YXK2 Q15785
Q96EK5 Q9BUL9
O55222 Q9H668
P52825 Q13362
Q05195 P15924
Q8K586 P20674
Q924X2 Q14203
O75581 Q9BUQ8
P97414 Q9NP71
P48431 Q7Z3C6
Q9D0K0 P18085
P54296 O55143
Q99962 P38060
Q921F2 Q924X2
Q69Z38 P51965
Q9CQQ7 Q68FR9
O88441 Q9NRR5
Q8R560 Q6P6T4
Q01813 Q15327
P07910 Q9Y4P8
Q02248 Q91VD9
O15372 O14678
P0DJD3 P84082
Q8WW12 P12864
O00479 P47756
Q9BT40 Q02539
P31948 P40926
O43365 Q922F4
O15273 Q8CAK1
Q6P1N9 P12277
P56556 P12277
Q9JLZ3 P27816
Q8VHV7 Q13347
O60353 P16332
Q9BR76 P40926
O09111 P48729
Q86WV5 Q29983
Q9CQA3 Q6PDQ2
Q03989 Q14894
Q01978 P81155
Q16082 P10809
Q9Y2T1 Q99697
Q13467 P54645
Q9H668 Q01995
P35738 P08413
Q86WV5 Q16775
Q8R3G1 Q02978
Q9DC71 O43707
Q8BKZ9 Q9NZN9
Q9P0J0 P84092
P62136 P25705
P18085 Q16678
Q96AP0 Q9UNF0
Q99814 O95361
O14495 F1LQ48
Q7TPR4 Q3UIU2
P35435 O75821
P10809 Q9BXM0
P17302 P50135
O75197 Q9UPN3
Q66HD0 Q5XIM9
P18085 Q00059
P06761 Q9NWU2
O35867 Q05CL8
Q02978 O55143
Q15651 Q8N8S7
O60762 Q61510
P42704 P54296
P59017 Q9NX24
O35245 Q02078
P28340 Q9Z2Z6
Q8K4B0 Q06647
Q969F2 Q3ULD5
Q8BUY5 Q9WVB9
O15460 P0DMV8
Q96A72 P52209
P16104 Q01064
P20674 Q86U42
P25705 Q9H223
P63039 Q8BP71
P12368 Q05962
P21796 P63017
Q8IVW6 Q9UL18
Q02248 P32089
Q9CZ13 O88453
Q60932 P82995
P49796 O08852
P00367 Q7Z3C6
Q60930 P22087
P03921 Q06124
P40615 P00405
Q15102 P48721
P15178 P05091
O15078 P03921
P98161 P13639
Q16775 Q4KM74
Q91VD9 P61011
Q92997 Q9Z2D6
P20393 Q9HAW7
P40926 P46527
Q04750 Q15691
Q8K2D3 Q9P0Z9
O60333 P62632
P49257 P00403
P27816 Q02780
Q922F4 O00308
Q61234 P15923
P42669 P38650
Q9DCT2 Q13362
P38650 Q9CZ13
Q9P0Z9 P56960
Q9NX24 Q9JLZ3
Q15084 Q9H0A8
Q9NWS0 P63313
O15085 P06761
P0C6C0 P17302
Q14135 P18510
P62632 O96013
Q9DC69 P16546
P42669 Q6RUV5
Q15678 Q91VD9
P35579 P84082
O75376 P25054
P30533 Q96HC4
P08050 P49242
Q9NQG5 Q12851
Q12851 P54829
P07153 O00159
P41235 Q13347
O60762 P27816
Q60587 Q8WW12
Q8K4B0 Q8R0N6
Q8N3J5 P20152
Q9NQG5 Q9H4G0
P27782 O14604
Q3KR86 Q14203
Q9D2N4 P84586
P38656 P03911
P05413 P18085
Q9UBW5 Q9P2R7
Q62318 Q3UMT1
O35144 Q9D023
Q9NZI7 P46781
Q8N9N8 P30990
Q9JJF3 P23526
Q9WU82 Q9DCZ4
D3YXK2 O75385
O76070 P35435
Q9UBB6 Q8R0Y8
P47934 Q5U4C3
Q9JLZ3 P00325
P62836 P22087
P01130 O75083
O60907 Q9ESN9
Q8R0Y8 Q9NPE3
P54829 P08413
Q924X2 P18085
P47934 Q01978
Q9EQP2 P81155
P40925 Q91WS0
Q61315 Q9NZI7
O75581 Q15366
O60907 Q5XIM9
P31001 P63039
Q9HAW7 Q7Z7B0
Q99501 P06576
O00148 Q4KM74
Q9Z204 P49448
Q63716 P84586
Q99523 P52825
Q02539 Q9BY11
Q8N8S7 Q02978
P63010 P55055
Q61387 Q8WXG6
Q16594 P07737
Q15084 Q3ULD5
P11530 D3YXK2
Q9CWD8 P14550
Q9Z2D6 Q00059
Q13285 P51116
P62495 Q8R560
Q8N3C0 P12814
Q16678 P15209
P46108 P60123
Q9UKV8 Q05962
P48431 Q6IBS0
Q13625 Q9CQH3
O43290 P10860
P63000 Q96AG4
Q9CPQ8 P49951
P30626 P60123
Q91WS0 O95154
P48735 P62193
Q9BSQ5 Q86VM9
Q16594 P51571
P08050 Q9NWX6
Q8TE68 Q8BX09
Q9UMR2 P22315
O60568 Q8BG95
Q06831 P15999
Q13557 P20674
Q14247 Q9P0J0
Q8K586 O35245
O09111 P55769
P58281 O15371
Q12851 O14678
Q5VU43 O15541
P04642 P03888
Q6P1N9 P09619
Q09028 P11532
Q96JY6 P16234
P13861 Q9CZ13
Q96AG4 Q05682
Q9CQZ6 O00303
Q6IBS0 Q61091
O75581 Q923S8
Q14847 P07153
P36402 O60353
Q92743 P12236
D3YXK2 Q9BQE3
P49448 Q07954
O60353 Q69Z99
P54313 Q60930
Q8N8S7 Q60972
P23242 P35435
Q75Q41 Q9Z2N8
Q8BUY5 Q13330
P62805 P70313
Q6R891 P00403
Q15233 P15209
Q64727 Q9H668
Q9CQ54 Q8N386
Q6RUV5 Q9HCC0
P62913 Q9CPQ8
Q6AYH5 O60568
P54829 Q08881
P62913 P01009
Q8C1D8 O75569
O75143 P47934
P32089 Q9BR01
P08413 P55055
P62243 P00414
O00154 P51571
P58281 P68033
Q9Y305 Q8VHR5
P38060 Q71U36
Q9NSA3 Q16698
Q91WD5 P13533
P25705 Q8N8S7
Q05CL8 Q92743
Q9P291 P62138
Q5JTV8 P05044
P55084 P06753
P23528 Q02978
Q13467 O35509
Q13885 Q66HD0
Q9D7K2 Q15102
O94851 Q6PJW8
P61964 P60867
P12001 P52825
P12001 Q14135
Q6URK4 P00505
P10037 P00568
P31943 P63039
Q60930 O35144
P62942 Q60972
Q12800 Q9D6J5
P17931 P51637
O09111 O75593
P15923 Q13796
Q96A73 Q5EE38
Q9Y305 O00299
O35509 Q9NX24
P07910 O95848
Q60597 Q9WUJ3
P10809 O00159
Q9BRA2 P03888
Q07984 P62495
P47756 Q71UF4
Q920Q6 Q02978
P43405 P16104
O35245 Q9P291
Q01995 Q6TYA9
P03372 Q9CQQ7
Q6WCQ1 P06454
Q9H4Z2 P52209
Q9JLZ3 P16086
P46777 P63039
P40615 P11352
P22087 P37837
P22315 Q86WV5
Q08857 P61009
Q9DB15 O70511
Q9D172 Q86U42
P50747 O75581
P60122 O14678
Q8JZN5 Q9UGY1
Q13467 O15066
Q63943 P30990
Q06185 Q96BK5
Q5XIM9 Q9NZI7
P62919 D4A3K5
P28841 Q3KR86
O75581 Q9NZN9
Q9DC71 Q9QXQ0
P12830 P84586
P60123 Q9Y613
Q07984 P25054
Q61234 Q9DC69
P12368 Q9P0Z9
P63017 O15460
Q13509 Q9CQJ8
O08629 P62703
Q8IYL3 Q9BRA2
Q4KM74 Q99814
P63245 P03911
Q99814 P56574
P52825 Q9BWH6
Q00688 P12236
D3ZAR1 O14678
P35738 Q01995
P10037 P04041
P12830 Q99081
P29692 P50542
Q9NZB2 Q8C176
P42932 Q60930
P26232 P56574
O76070 Q568Z4
P56556 P23514
Q07984 Q02248
Q8N8S7 Q60737
P52272 Q8TE68
P39016 P35129
P54812 Q95X91
Q21305 Q9NEZ7
P34605 Q10654
Q21997 Q9NA25
Q94407 Q9GSX9
P41999 Q11189
Q9N4U5 Q9NES8
P41941 P90740
P34609 Q19749
Q9N2W5 Q9U357
P41941 Q09349
O17850 O44451
Q23500 Q93705
P41830 P34653
Q9XXC8 Q95QK3
P40614 P10567
Q9XX47 O01925
O17894 Q9U357
Q21924 Q9TZQ3
Q19766 O16299
Q17688 P02567
Q9XXK1 Q17850
O01775 P90783
Q9XUS2 P41942
P91829 P41941
P54811 P34496
P90925 Q9U299
Q21997 Q09201
O01916 P35129
Q10654 Q8MYM9
P90916 Q07085
Q9BKS0 Q20655
Q9N5D6 P54812
O18141 Q21018
O01925 Q23237
P34653 O45379
O62415 Q22053
P34496 Q23232
Q9U357 P54812
P53585 Q20052
P34808 O18048
Q20347 Q95X91
P46975 P53016
Q20052 Q22100
Q9N5Y2 Q11189
P48154 Q22747
O44406 Q09530
Q27484 P34563
P47991 P20268
P91870 O45436
Q18195 P34378
Q9N3T2 P34574
O45436 P40614
Q94261 Q9XVV3
Q17695 P62805
P17330 Q9U3I4
P34496 P34288
Q09406 P49029
P30632 P35129
Q09406 Q9N4Q7
Q19555 P34496
Q95QD7 P34288
O62389 P90925
Q23049 P91829
P90947 Q27532
Q27873 Q9XWG3
O45436 P46561
Q09415 Q09544
O02161 Q94131
Q14790 O16299
Q09415 Q9TXH9
Q9XWW1 O01583
Q966M5 Q09969
P41942 O17607
Q95QK3 Q9N5Y2
P46502 O45924
Q9NES8 Q20052
Q18421 P60881
Q09969 Q8WQG9
Q19826 Q95ZK7
Q09511 P48154
O62479 P90740
P91353 O01422
Q10661 O17732
O44406 Q9N5U5
Q09236 Q17967
Q09544 Q94420
Q09236 Q23232
Q09530 P45962
Q965H3 Q22227
O76828 Q9U357
Q8WQG9 Q17688
P40614 Q9U281
Q19555 Q20819
P41942 Q95QJ7
P50464 O45797
Q09544 Q9XWS0
P91917 Q9N4U5
P34808 P32085
Q17967 Q94392
Q9U297 P30642
Q20052 P23678
Q93705 Q9NES8
P04970 O45503
O16354 O45379
P17329 P34378
O02115 P52709
Q9N2K7 P34378
P42171 Q17784
Q9XWW1 Q09490
Q9N359 O45503
Q22747 Q9NES8
P34808 O17919
P90916 Q8MYM9
P62805 O01775
P91353 Q93573
P41847 Q9XVT0
P46975 P54812
O44960 Q09248
Q09544 P34475
Q18688 Q94407
Q19749 O62479
Q9U3I4 Q18240
P34453 O17214
O45766 O45797
Q9XXC8 O17645
Q17963 P34563
O45766 Q9XWW1
Q9U299 Q21626
Q09587 O02108
O16299 P90947
Q9XWW1 Q23237
Q9N4Q7 P30625
Q21898 P52874
Q9N359 P34605
Q9GSX9 Q9U2R6
P54812 Q17902
Q22100 O44960
Q11189 Q17784
Q9NEZ7 P90740
Q95QA6 P34669
Q18235 P41829
Q95ZK7 O17287
Q95XQ1 Q17695
O44406 P41829
Q9BI74 O01583
Q22347 Q19584
P54811 Q22347
Q20798 Q94407
P48154 P30630
Q18786 O01775
Q9XVT0 P34559
Q18885 O62246
P20268 Q9N5Y2
P41942 Q19131
Q94261 P41941
P34278 Q21952
Q03577 Q20845
P34563 O01839
Q9U3I4 O45946
Q9XVV3 P52275
Q9N3F1 Q94166
Q02330 P91353
P92186 Q10120
O17919 Q21626
Q95Y72 Q09450
Q9XVV3 Q27874
Q09406 P34420
O62389 O45797
P46561 P41830
Q20347 Q19555
P40614 P41829
Q10453 Q22949
Q9XVT0 Q17958
Q17784 P34808
Q20798 Q27873
Q9XWW1 Q09436
Q94126 P50093
O02161 O44408
Q03577 Q9U2M4
P52872 P20268
P34496 Q07085
Q22703 P03949
Q20819 O45379
Q21305 P04970
O18048 Q18235
Q09969 Q95QD1
Q11189 Q9N428
P20268 P91870
Q21738 Q9TZQ3
Q9N4B8 Q19877
P42171 O02115
P34686 O44960
P27798 O01583
P30630 Q27873
O16299 Q9NEZ7
P17329 Q9XWG3
Q09450 O01803
Q02332 Q21898
O17915 Q9NA25
Q9U3I4 Q9U308
Q9N5D6 P42171
Q9TZ93 Q09296
Q9XWI6 Q02332
Q94126 P34378
P34653 O02115
Q09415 P50093
Q95XR4 Q9N593
P34427 Q9GT24
O17645 O44960
Q19537 Q9GT24
Q93561 O45797
P53489 Q94126
Q18891 O45521
Q18953 Q17902
P45962 Q966M5
P46548 Q95XQ1
P34611 O44451
Q94126 Q9XXC8
P46975 Q95QD1
Q23359 Q23232
P55956 Q9XWH0
Q18421 P34427
Q9N3F1 Q9U297
Q10579 P35129
Q02332 Q8MNV0
P34563 Q18409
O76828 Q20347
P34264 P54406
O44740 Q9N593
P54812 Q22347
Q09201 Q21738
Q19877 Q9XXK1
P47991 Q9XVV3
P61088 Q21018
P46561 Q07085
O01427 Q09228
Q9NA25 Q23679
Q20772 O45449
Q19503 P34686
Q9U3F4 Q20798
P34524 Q9XW13
P53489 Q22347
Q21444 G5EEG7
O18141 P10984
Q09476 Q9TZ93
P49197 Q93561
Q23571 Q19537
Q18967 Q09201
O01775 Q17902
Q19877 Q9U308
Q21305 Q9XUP3
Q09969 Q9XXH8
Q95QW0 Q22747
Q09406 Q19503
Q21305 Q9U357
